Date,Hour,Junction,AVGVEHICLES,AVGTEMPERATURE,RAIN_MM,Congestion,Congestion_Label,TempC,DayOfWeek,Month,Weekend,RushHour,RainFlag,HeavyRain,HotDay,LagTraffic,Lag2,RainLag,MovingAvg3hr,Rain_Traffic_Interaction,Temp_Traffic_Interaction,CongestionIndex
2017-01-02,18,4,7,52.720952381,0,0,NormalCongesti,11.511640212,2,1,0,1,0,0,0,10,14,0,10.333333333,0,80.581481481,0.14
2017-01-02,19,4,10,52.720952381,0,0,NormalCongesti,11.511640212,2,1,0,1,0,0,0,7,10,0,9,0,115.11640212,0.2
2017-01-02,20,4,7,52.720952381,0,0,NormalCongesti,11.511640212,2,1,0,1,0,0,0,10,7,0,8,0,80.581481481,0.14
2017-01-02,21,4,7,52.720952381,0,0,NormalCongesti,11.511640212,2,1,0,1,0,0,0,7,10,0,8,0,80.581481481,0.14
2017-01-02,22,4,17,52.720952381,0,0,NormalCongesti,11.511640212,2,1,0,0,0,0,0,7,7,0,10.333333333,0,195.6978836,0.34
2017-01-02,23,4,13,52.720952381,0,0,NormalCongesti,11.511640212,2,1,0,0,0,0,0,17,7,0,12.333333333,0,149.65132275,0.26
2017-01-03,0,4,9,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,13,17,0,13,0,105.82857143,0.18
2017-01-03,1,4,5,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,9,13,0,9,0,58.793650794,0.1
2017-01-03,2,4,6,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,5,9,0,6.6666666667,0,70.552380952,0.12
2017-01-03,3,4,8,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,6,5,0,6.3333333333,0,94.06984127,0.16
2017-01-03,4,4,4,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,8,6,0,6,0,47.034920635,0.08
2017-01-03,5,4,3,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,4,8,0,5,0,35.276190476,0.06
2017-01-03,6,4,5,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,3,4,0,4,0,58.793650794,0.1
2017-01-03,7,4,3,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,5,3,0,3.6666666667,0,35.276190476,0.06
2017-01-03,8,4,8,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,3,5,0,5.3333333333,0,94.06984127,0.16
2017-01-03,9,4,7,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,8,3,0,6,0,82.311111111,0.14
2017-01-03,10,4,10,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,1,0,0,0,7,8,0,8.3333333333,0,117.58730159,0.2
2017-01-03,11,4,11,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,1,0,0,0,10,7,0,9.3333333333,0,129.34603175,0.22
2017-01-03,12,4,16,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,1,0,0,0,11,10,0,12.333333333,0,188.13968254,0.32
2017-01-03,13,4,13,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,16,11,0,13.333333333,0,152.86349206,0.26
2017-01-03,14,4,12,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,13,16,0,13.666666667,0,141.1047619,0.24
2017-01-03,15,4,16,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,12,13,0,13.666666667,0,188.13968254,0.32
2017-01-03,16,4,11,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,16,12,0,13,0,129.34603175,0.22
2017-01-03,17,4,12,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,11,16,0,13,0,141.1047619,0.24
2017-01-03,18,4,15,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,1,0,0,0,12,11,0,12.666666667,0,176.38095238,0.3
2017-01-03,19,4,15,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,1,0,0,0,15,12,0,14,0,176.38095238,0.3
2017-01-03,20,4,10,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,1,0,0,0,15,15,0,13.333333333,0,117.58730159,0.2
2017-01-03,21,4,10,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,1,0,0,0,10,15,0,11.666666667,0,117.58730159,0.2
2017-01-03,22,4,11,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,10,10,0,10.333333333,0,129.34603175,0.22
2017-01-03,23,4,9,53.165714286,0,0,NormalCongesti,11.758730159,3,1,0,0,0,0,0,11,10,0,10,0,105.82857143,0.18
2017-01-04,0,4,11,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,9,11,0,10.333333333,0,127.61746032,0.22
2017-01-04,1,4,6,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,11,9,0,8.6666666667,0,69.60952381,0.12
2017-01-04,2,4,8,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,6,11,0,8.3333333333,0,92.812698413,0.16
2017-01-04,3,4,2,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,8,6,0,5.3333333333,0,23.203174603,0.04
2017-01-04,4,4,2,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,2,8,0,4,0,23.203174603,0.04
2017-01-04,5,4,3,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,2,2,0,2.3333333333,0,34.804761905,0.06
2017-01-04,6,4,2,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,3,2,0,2.3333333333,0,23.203174603,0.04
2017-01-04,7,4,2,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,2,3,0,2.3333333333,0,23.203174603,0.04
2017-01-04,8,4,6,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,2,2,0,3.3333333333,0,69.60952381,0.12
2017-01-04,9,4,4,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,6,2,0,4,0,46.406349206,0.08
2017-01-04,10,4,8,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,1,0,0,0,4,6,0,6,0,92.812698413,0.16
2017-01-04,11,4,9,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,1,0,0,0,8,4,0,7,0,104.41428571,0.18
2017-01-04,12,4,8,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,1,0,0,0,9,8,0,8.3333333333,0,92.812698413,0.16
2017-01-04,13,4,11,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,8,9,0,9.3333333333,0,127.61746032,0.22
2017-01-04,14,4,8,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,11,8,0,9,0,92.812698413,0.16
2017-01-04,15,4,9,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,8,11,0,9.3333333333,0,104.41428571,0.18
2017-01-04,16,4,11,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,9,8,0,9.3333333333,0,127.61746032,0.22
2017-01-04,17,4,12,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,11,9,0,10.666666667,0,139.21904762,0.24
2017-01-04,18,4,9,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,1,0,0,0,12,11,0,10.666666667,0,104.41428571,0.18
2017-01-04,19,4,7,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,1,0,0,0,9,12,0,9.3333333333,0,81.211111111,0.14
2017-01-04,20,4,11,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,1,0,0,0,7,9,0,9,0,127.61746032,0.22
2017-01-04,21,4,17,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,1,0,0,0,11,7,0,11.666666667,0,197.22698413,0.34
2017-01-04,22,4,14,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,17,11,0,14,0,162.42222222,0.28
2017-01-04,23,4,12,52.882857143,0,0,NormalCongesti,11.601587302,4,1,0,0,0,0,0,14,17,0,14.333333333,0,139.21904762,0.24
2017-01-05,0,4,15,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,12,14,0,13.666666667,28.5,158.87301587,0.3
2017-01-05,1,4,12,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,15,12,1.9,13,22.8,127.0984127,0.24
2017-01-05,2,4,8,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,12,15,1.9,11.666666667,15.2,84.732275132,0.16
2017-01-05,3,4,6,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,8,12,1.9,8.6666666667,11.4,63.549206349,0.12
2017-01-05,4,4,1,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,6,8,1.9,5,1.9,10.591534392,0.02
2017-01-05,5,4,6,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,1,6,1.9,4.3333333333,11.4,63.549206349,0.12
2017-01-05,6,4,7,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,6,1,1.9,4.6666666667,13.3,74.140740741,0.14
2017-01-05,7,4,3,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,7,6,1.9,5.3333333333,5.7,31.774603175,0.06
2017-01-05,8,4,9,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,3,7,1.9,6.3333333333,17.1,95.323809524,0.18
2017-01-05,9,4,7,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,9,3,1.9,6.3333333333,13.3,74.140740741,0.14
2017-01-05,10,4,14,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,1,1,0,0,7,9,1.9,10,26.6,148.28148148,0.28
2017-01-05,11,4,14,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,1,1,0,0,14,7,1.9,11.666666667,26.6,148.28148148,0.28
2017-01-05,12,4,13,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,1,1,0,0,14,14,1.9,13.666666667,24.7,137.68994709,0.26
2017-01-05,13,4,15,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,13,14,1.9,14,28.5,158.87301587,0.3
2017-01-05,14,4,13,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,15,13,1.9,13.666666667,24.7,137.68994709,0.26
2017-01-05,15,4,10,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,13,15,1.9,12.666666667,19,105.91534392,0.2
2017-01-05,16,4,11,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,10,13,1.9,11.333333333,20.9,116.50687831,0.22
2017-01-05,17,4,7,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,11,10,1.9,9.3333333333,13.3,74.140740741,0.14
2017-01-05,18,4,9,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,1,1,0,0,7,11,1.9,9,17.1,95.323809524,0.18
2017-01-05,19,4,12,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,1,1,0,0,9,7,1.9,9.3333333333,22.8,127.0984127,0.24
2017-01-05,20,4,10,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,1,1,0,0,12,9,1.9,10.333333333,19,105.91534392,0.2
2017-01-05,21,4,10,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,1,1,0,0,10,12,1.9,10.666666667,19,105.91534392,0.2
2017-01-05,22,4,11,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,10,10,1.9,10.333333333,20.9,116.50687831,0.22
2017-01-05,23,4,11,51.064761905,1.9,0,NormalCongesti,10.591534392,5,1,0,0,1,0,0,11,10,1.9,10.666666667,20.9,116.50687831,0.22
2017-01-06,0,4,6,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,11,11,1.9,9.3333333333,124.2,55.180952381,0.12
2017-01-06,1,4,6,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,6,11,20.7,7.6666666667,124.2,55.180952381,0.12
2017-01-06,2,4,2,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,6,6,20.7,4.6666666667,41.4,18.393650794,0.04
2017-01-06,3,4,7,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,2,6,20.7,5,144.9,64.377777778,0.14
2017-01-06,4,4,7,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,7,2,20.7,5.3333333333,144.9,64.377777778,0.14
2017-01-06,5,4,3,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,7,7,20.7,5.6666666667,62.1,27.59047619,0.06
2017-01-06,6,4,3,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,3,7,20.7,4.3333333333,62.1,27.59047619,0.06
2017-01-06,7,4,2,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,3,3,20.7,2.6666666667,41.4,18.393650794,0.04
2017-01-06,8,4,6,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,2,3,20.7,3.6666666667,124.2,55.180952381,0.12
2017-01-06,9,4,5,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,6,2,20.7,4.3333333333,103.5,45.984126984,0.1
2017-01-06,10,4,8,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,1,1,1,0,5,6,20.7,6.3333333333,165.6,73.574603175,0.16
2017-01-06,11,4,5,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,1,1,1,0,8,5,20.7,6,103.5,45.984126984,0.1
2017-01-06,12,4,10,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,1,1,1,0,5,8,20.7,7.6666666667,207,91.968253968,0.2
2017-01-06,13,4,15,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,10,5,20.7,10,310.5,137.95238095,0.3
2017-01-06,14,4,12,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,15,10,20.7,12.333333333,248.4,110.36190476,0.24
2017-01-06,15,4,12,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,12,15,20.7,13,248.4,110.36190476,0.24
2017-01-06,16,4,13,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,12,12,20.7,12.333333333,269.1,119.55873016,0.26
2017-01-06,17,4,7,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,13,12,20.7,10.666666667,144.9,64.377777778,0.14
2017-01-06,18,4,12,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,1,1,1,0,7,13,20.7,10.666666667,248.4,110.36190476,0.24
2017-01-06,19,4,9,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,1,1,1,0,12,7,20.7,9.3333333333,186.3,82.771428571,0.18
2017-01-06,20,4,10,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,1,1,1,0,9,12,20.7,10.333333333,207,91.968253968,0.2
2017-01-06,21,4,5,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,1,1,1,0,10,9,20.7,8,103.5,45.984126984,0.1
2017-01-06,22,4,13,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,5,10,20.7,9.3333333333,269.1,119.55873016,0.26
2017-01-06,23,4,7,48.554285714,20.7,0,NormalCongesti,9.1968253968,6,1,0,0,1,1,0,13,5,20.7,8.3333333333,144.9,64.377777778,0.14
2017-01-07,0,4,11,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,7,13,20.7,10.333333333,6.6,102.85291005,0.22
2017-01-07,1,4,4,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,11,7,0.6,7.3333333333,2.4,37.401058201,0.08
2017-01-07,2,4,4,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,4,11,0.6,6.3333333333,2.4,37.401058201,0.08
2017-01-07,3,4,4,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,4,4,0.6,4,2.4,37.401058201,0.08
2017-01-07,4,4,3,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,4,4,0.6,3.6666666667,1.8,28.050793651,0.06
2017-01-07,5,4,3,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,3,4,0.6,3.3333333333,1.8,28.050793651,0.06
2017-01-07,6,4,5,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,3,3,0.6,3.6666666667,3,46.751322751,0.1
2017-01-07,7,4,5,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,5,3,0.6,4.3333333333,3,46.751322751,0.1
2017-01-07,8,4,4,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,5,5,0.6,4.6666666667,2.4,37.401058201,0.08
2017-01-07,9,4,6,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,4,5,0.6,5,3.6,56.101587302,0.12
2017-01-07,10,4,7,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,1,1,0,0,6,4,0.6,5.6666666667,4.2,65.451851852,0.14
2017-01-07,11,4,7,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,1,1,0,0,7,6,0.6,6.6666666667,4.2,65.451851852,0.14
2017-01-07,12,4,8,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,1,1,0,0,7,7,0.6,7.3333333333,4.8,74.802116402,0.16
2017-01-07,13,4,8,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,8,7,0.6,7.6666666667,4.8,74.802116402,0.16
2017-01-07,14,4,8,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,8,8,0.6,8,4.8,74.802116402,0.16
2017-01-07,15,4,7,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,8,8,0.6,7.6666666667,4.2,65.451851852,0.14
2017-01-07,16,4,5,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,7,8,0.6,6.6666666667,3,46.751322751,0.1
2017-01-07,17,4,11,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,5,7,0.6,7.6666666667,6.6,102.85291005,0.22
2017-01-07,18,4,10,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,1,1,0,0,11,5,0.6,8.6666666667,6,93.502645503,0.2
2017-01-07,19,4,14,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,1,1,0,0,10,11,0.6,11.666666667,8.4,130.9037037,0.28
2017-01-07,20,4,12,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,1,1,0,0,14,10,0.6,12,7.2,112.2031746,0.24
2017-01-07,21,4,15,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,1,1,0,0,12,14,0.6,13.666666667,9,140.25396825,0.3
2017-01-07,22,4,11,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,15,12,0.6,12.666666667,6.6,102.85291005,0.22
2017-01-07,23,4,11,48.83047619,0.6,0,NormalCongesti,9.3502645503,7,1,1,0,1,0,0,11,15,0.6,12.333333333,6.6,102.85291005,0.22
2017-01-08,0,4,8,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,11,11,0.6,10,25.6,78.31957672,0.16
2017-01-08,1,4,8,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,8,11,3.2,9,25.6,78.31957672,0.16
2017-01-08,2,4,4,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,8,8,3.2,6.6666666667,12.8,39.15978836,0.08
2017-01-08,3,4,4,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,4,8,3.2,5.3333333333,12.8,39.15978836,0.08
2017-01-08,4,4,2,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,4,4,3.2,3.3333333333,6.4,19.57989418,0.04
2017-01-08,5,4,3,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,2,4,3.2,3,9.6,29.36984127,0.06
2017-01-08,6,4,4,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,3,2,3.2,3,12.8,39.15978836,0.08
2017-01-08,7,4,3,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,4,3,3.2,3.3333333333,9.6,29.36984127,0.06
2017-01-08,8,4,6,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,3,4,3.2,4.3333333333,19.2,58.73968254,0.12
2017-01-08,9,4,6,49.621904762,3.2,0,NormalCongesti,9.7899470899,1,1,1,0,1,0,0,6,3,3.2,5,19.2,58.73968254,0.12
